url,status,indexability,robots_meta,canonical,self_canonical,in_sitemap,sitemap_files,lastmod,page_type,reason
"https://anotherseoguru.com/en/tools",200,"index","index, follow","https://anotherseoguru.com/en/tools",yes,yes,"sitemap.xml","2026-08-19T06:30:01.548Z","tool","indexable, self-canonical"
"https://anotherseoguru.com/en/resources",200,"index","index, follow","https://anotherseoguru.com/en/resources",yes,yes,"sitemap.xml","2026-08-19T06:30:01.548Z","resources","indexable, self-canonical"
"https://anotherseoguru.com/en/platform/features/sprint-board-task-management",200,"index","index, follow","https://anotherseoguru.com/en/platform/features/sprint-board-task-management",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","platform-feature","indexable, self-canonical"
"https://anotherseoguru.com/en/platform/features/technical-seo-audits",200,"index","index, follow","https://anotherseoguru.com/en/platform/features/technical-seo-audits",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","platform-feature","indexable, self-canonical"
"https://anotherseoguru.com/en/platform/features/semantic-keyword-clustering",200,"index","index, follow","https://anotherseoguru.com/en/platform/features/semantic-keyword-clustering",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","platform-feature","indexable, self-canonical"
"https://anotherseoguru.com/el/work/aggelos-rentals",200,"index","index, follow","https://anotherseoguru.com/el/work/aggelos-rentals",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/aggelos-rentals",200,"index","index, follow","https://anotherseoguru.com/en/work/aggelos-rentals",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/antiparos-rentacar",200,"index","index, follow","https://anotherseoguru.com/el/work/antiparos-rentacar",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/antiparos-rentacar",200,"index","index, follow","https://anotherseoguru.com/en/work/antiparos-rentacar",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/cyclades-rentacar",200,"index","index, follow","https://anotherseoguru.com/el/work/cyclades-rentacar",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/cyclades-rentacar",200,"index","index, follow","https://anotherseoguru.com/en/work/cyclades-rentacar",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/cretanways-rentals",200,"index","index, follow","https://anotherseoguru.com/el/work/cretanways-rentals",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/cretanways-rentals",200,"index","index, follow","https://anotherseoguru.com/en/work/cretanways-rentals",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/naxos-carrentals",200,"index","index, follow","https://anotherseoguru.com/en/work/naxos-carrentals",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/naxos-carrentals",200,"index","index, follow","https://anotherseoguru.com/el/work/naxos-carrentals",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/rentacar-antiparos-gr",200,"index","index, follow","https://anotherseoguru.com/el/work/rentacar-antiparos-gr",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/rentacar-piraeus",200,"index","index, follow","https://anotherseoguru.com/en/work/rentacar-piraeus",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/rentacar-antiparos-gr",200,"index","index, follow","https://anotherseoguru.com/en/work/rentacar-antiparos-gr",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/rentacar-in-paros",200,"index","index, follow","https://anotherseoguru.com/el/work/rentacar-in-paros",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/rentacar-in-paros",200,"index","index, follow","https://anotherseoguru.com/en/work/rentacar-in-paros",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/athens-rentacar",200,"index","index, follow","https://anotherseoguru.com/el/work/athens-rentacar",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/athens-rentacar",200,"index","index, follow","https://anotherseoguru.com/en/work/athens-rentacar",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/rentacar-paros-gr",200,"index","index, follow","https://anotherseoguru.com/el/work/rentacar-paros-gr",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/rentacar-paros-gr",200,"index","index, follow","https://anotherseoguru.com/en/work/rentacar-paros-gr",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/rentacar-piraeus",200,"index","index, follow","https://anotherseoguru.com/el/work/rentacar-piraeus",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/hotels-santorini",200,"index","index, follow","https://anotherseoguru.com/el/work/hotels-santorini",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/hotels-santorini",200,"index","index, follow","https://anotherseoguru.com/en/work/hotels-santorini",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/hotels-sifnos",200,"index","index, follow","https://anotherseoguru.com/en/work/hotels-sifnos",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/hotels-sifnos",200,"index","index, follow","https://anotherseoguru.com/el/work/hotels-sifnos",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/onoma-hotel",200,"index","index, follow","https://anotherseoguru.com/en/work/onoma-hotel",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/onoma-hotel",200,"index","index, follow","https://anotherseoguru.com/el/work/onoma-hotel",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/kipos-hotel",200,"index","index, follow","https://anotherseoguru.com/el/work/kipos-hotel",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/kipos-hotel",200,"index","index, follow","https://anotherseoguru.com/en/work/kipos-hotel",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/eolides-villas",200,"index","index, follow","https://anotherseoguru.com/en/work/eolides-villas",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/eolides-villas",200,"index","index, follow","https://anotherseoguru.com/el/work/eolides-villas",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/villa-olivia-clara",200,"index","index, follow","https://anotherseoguru.com/en/work/villa-olivia-clara",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/villa-olivia-clara",200,"index","index, follow","https://anotherseoguru.com/el/work/villa-olivia-clara",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/villas-katerina",200,"index","index, follow","https://anotherseoguru.com/en/work/villas-katerina",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/villas-katerina",200,"index","index, follow","https://anotherseoguru.com/el/work/villas-katerina",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/spili-apartments",200,"index","index, follow","https://anotherseoguru.com/el/work/spili-apartments",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/mykonos-luxury",200,"index","index, follow","https://anotherseoguru.com/el/work/mykonos-luxury",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/mykonos-luxury",200,"index","index, follow","https://anotherseoguru.com/en/work/mykonos-luxury",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/spili-apartments",200,"index","index, follow","https://anotherseoguru.com/en/work/spili-apartments",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/discover-crete",200,"index","index, follow","https://anotherseoguru.com/el/work/discover-crete",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/discover-cyclades",200,"index","index, follow","https://anotherseoguru.com/el/work/discover-cyclades",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/discover-cyclades",200,"index","index, follow","https://anotherseoguru.com/en/work/discover-cyclades",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/way-to-crete",200,"index","index, follow","https://anotherseoguru.com/el/work/way-to-crete",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/discover-crete",200,"index","index, follow","https://anotherseoguru.com/en/work/discover-crete",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/way-to-crete",200,"index","index, follow","https://anotherseoguru.com/en/work/way-to-crete",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/santorini-daily-tours",200,"index","index, follow","https://anotherseoguru.com/en/work/santorini-daily-tours",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/santorini-daily-tours",200,"index","index, follow","https://anotherseoguru.com/el/work/santorini-daily-tours",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/santo-tours-marinakis",200,"index","index, follow","https://anotherseoguru.com/en/work/santo-tours-marinakis",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/santo-tours-marinakis",200,"index","index, follow","https://anotherseoguru.com/el/work/santo-tours-marinakis",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/quad-safari-rethymno",200,"index","index, follow","https://anotherseoguru.com/el/work/quad-safari-rethymno",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/quad-safari-rethymno",200,"index","index, follow","https://anotherseoguru.com/en/work/quad-safari-rethymno",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/skydream-travel",200,"index","index, follow","https://anotherseoguru.com/el/work/skydream-travel",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/skydream-travel",200,"index","index, follow","https://anotherseoguru.com/en/work/skydream-travel",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/cuba-travel-academy",200,"index","index, follow","https://anotherseoguru.com/en/work/cuba-travel-academy",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/kaffatos-vip-transfers",200,"index","index, follow","https://anotherseoguru.com/en/work/kaffatos-vip-transfers",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/cuba-travel-academy",200,"index","index, follow","https://anotherseoguru.com/el/work/cuba-travel-academy",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/kaffatos-vip-transfers",200,"index","index, follow","https://anotherseoguru.com/el/work/kaffatos-vip-transfers",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/the-ace-vip",200,"index","index, follow","https://anotherseoguru.com/en/work/the-ace-vip",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/the-ace-vip",200,"index","index, follow","https://anotherseoguru.com/el/work/the-ace-vip",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/antiparos-transfer",200,"index","index, follow","https://anotherseoguru.com/en/work/antiparos-transfer",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/antiparos-transfer",200,"index","index, follow","https://anotherseoguru.com/el/work/antiparos-transfer",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/navos-ai",200,"index","index, follow","https://anotherseoguru.com/en/work/navos-ai",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/project-shadow-ai",200,"index","index, follow","https://anotherseoguru.com/en/work/project-shadow-ai",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/weddings-folegandros",200,"index","index, follow","https://anotherseoguru.com/en/work/weddings-folegandros",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/rethemnos",200,"index","index, follow","https://anotherseoguru.com/en/work/rethemnos",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/ktima-orion",200,"index","index, follow","https://anotherseoguru.com/en/work/ktima-orion",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/ktima-orion",200,"index","index, follow","https://anotherseoguru.com/el/work/ktima-orion",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/project-shadow-ai",200,"index","index, follow","https://anotherseoguru.com/el/work/project-shadow-ai",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/navos-ai",200,"index","index, follow","https://anotherseoguru.com/el/work/navos-ai",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/rethemnos",200,"index","index, follow","https://anotherseoguru.com/el/work/rethemnos",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/weddings-folegandros",200,"index","index, follow","https://anotherseoguru.com/el/work/weddings-folegandros",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/my-honeymoon",200,"index","index, follow","https://anotherseoguru.com/en/work/my-honeymoon",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/my-honeymoon",200,"index","index, follow","https://anotherseoguru.com/el/work/my-honeymoon",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/arion-farm",200,"index","index, follow","https://anotherseoguru.com/en/work/arion-farm",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/arion-farm",200,"index","index, follow","https://anotherseoguru.com/el/work/arion-farm",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/plati-taverna",200,"index","index, follow","https://anotherseoguru.com/el/work/plati-taverna",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/plati-taverna",200,"index","index, follow","https://anotherseoguru.com/en/work/plati-taverna",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/fabrica-cafe",200,"index","index, follow","https://anotherseoguru.com/en/work/fabrica-cafe",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/fabrica-cafe",200,"index","index, follow","https://anotherseoguru.com/el/work/fabrica-cafe",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/cocktails-in-the-city",200,"index","index, follow","https://anotherseoguru.com/en/work/cocktails-in-the-city",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/cocktails-in-the-city",200,"index","index, follow","https://anotherseoguru.com/el/work/cocktails-in-the-city",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/dailyhost",200,"index","index, follow","https://anotherseoguru.com/en/work/dailyhost",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/dailyhost",200,"index","index, follow","https://anotherseoguru.com/el/work/dailyhost",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/dailyhost-eu",200,"index","index, follow","https://anotherseoguru.com/en/work/dailyhost-eu",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/dailyhost-eu",200,"index","index, follow","https://anotherseoguru.com/el/work/dailyhost-eu",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/george-xipolitas",200,"index","index, follow","https://anotherseoguru.com/en/work/george-xipolitas",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/george-xipolitas",200,"index","index, follow","https://anotherseoguru.com/el/work/george-xipolitas",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/mastorush",200,"index","index, follow","https://anotherseoguru.com/el/work/mastorush",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/helicro",200,"index","index, follow","https://anotherseoguru.com/el/work/helicro",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/helicro",200,"index","index, follow","https://anotherseoguru.com/en/work/helicro",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/el/work/opticore-store",200,"index","index, follow","https://anotherseoguru.com/el/work/opticore-store",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/opticore-store",200,"index","index, follow","https://anotherseoguru.com/en/work/opticore-store",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/mastorush",200,"index","index, follow","https://anotherseoguru.com/en/work/mastorush",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
"https://anotherseoguru.com/en/work/folegandros-hairsalon",200,"index","index, follow","https://anotherseoguru.com/en/work/folegandros-hairsalon",yes,yes,"sitemap.xml","2026-08-19T06:30:01.549Z","case-study","indexable, self-canonical"
