url,html_lang,declared_lang,target_url,target_status,target_indexable,target_canonical_matches,reciprocal,verdict
"https://anotherseoguru.com/en/contact","en","en","https://anotherseoguru.com/en/contact",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/contact","en","el","https://anotherseoguru.com/el/contact",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/contact","en","x-default","https://anotherseoguru.com/en/contact",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/contact","el","en","https://anotherseoguru.com/en/contact",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/contact","el","el","https://anotherseoguru.com/el/contact",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/contact","el","x-default","https://anotherseoguru.com/en/contact",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/contact","el","en","https://anotherseoguru.com/en/contact",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/contact","el","el","https://anotherseoguru.com/el/contact",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/contact","el","x-default","https://anotherseoguru.com/en/contact",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/about","en","en","https://anotherseoguru.com/en/about",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/about","en","el","https://anotherseoguru.com/el/about",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/about","en","x-default","https://anotherseoguru.com/en/about",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/about","en","en","https://anotherseoguru.com/en/about",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/about","en","el","https://anotherseoguru.com/el/about",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/about","en","x-default","https://anotherseoguru.com/en/about",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/services","en","en","https://anotherseoguru.com/en/services",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/services","en","el","https://anotherseoguru.com/el/services",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/services","en","x-default","https://anotherseoguru.com/en/services",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/services","en","en","https://anotherseoguru.com/en/services",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/services","en","el","https://anotherseoguru.com/el/services",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/services","en","x-default","https://anotherseoguru.com/en/services",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/solutions","en","en","https://anotherseoguru.com/en/solutions",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/solutions","en","el","https://anotherseoguru.com/el/solutions",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/solutions","en","x-default","https://anotherseoguru.com/en/solutions",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/solutions","en","en","https://anotherseoguru.com/en/solutions",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/solutions","en","el","https://anotherseoguru.com/el/solutions",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/solutions","en","x-default","https://anotherseoguru.com/en/solutions",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/solutions","el","en","https://anotherseoguru.com/en/solutions",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/solutions","el","el","https://anotherseoguru.com/el/solutions",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/solutions","el","x-default","https://anotherseoguru.com/en/solutions",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/solutions","el","en","https://anotherseoguru.com/en/solutions",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/solutions","el","el","https://anotherseoguru.com/el/solutions",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/solutions","el","x-default","https://anotherseoguru.com/en/solutions",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el","el","en","https://anotherseoguru.com/en",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el","el","el","https://anotherseoguru.com/el",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el","el","x-default","https://anotherseoguru.com/en",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el","el","en","https://anotherseoguru.com/en",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el","el","el","https://anotherseoguru.com/el",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el","el","x-default","https://anotherseoguru.com/en",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/services","el","en","https://anotherseoguru.com/en/services",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/services","el","el","https://anotherseoguru.com/el/services",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/services","el","x-default","https://anotherseoguru.com/en/services",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/services","el","en","https://anotherseoguru.com/en/services",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/services","el","el","https://anotherseoguru.com/el/services",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/services","el","x-default","https://anotherseoguru.com/en/services",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/about","el","en","https://anotherseoguru.com/en/about",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/about","el","el","https://anotherseoguru.com/el/about",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/about","el","x-default","https://anotherseoguru.com/en/about",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/about","el","en","https://anotherseoguru.com/en/about",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/about","el","el","https://anotherseoguru.com/el/about",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/about","el","x-default","https://anotherseoguru.com/en/about",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/get-started","en","en","https://anotherseoguru.com/en/get-started",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/get-started","en","el","https://anotherseoguru.com/el/get-started",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/get-started","en","x-default","https://anotherseoguru.com/en/get-started",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/get-started","en","en","https://anotherseoguru.com/en/get-started",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/get-started","en","el","https://anotherseoguru.com/el/get-started",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/get-started","en","x-default","https://anotherseoguru.com/en/get-started",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/pricing","el","en","https://anotherseoguru.com/en/pricing",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/pricing","el","el","https://anotherseoguru.com/el/pricing",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/pricing","el","x-default","https://anotherseoguru.com/en/pricing",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/pricing","el","en","https://anotherseoguru.com/en/pricing",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/pricing","el","el","https://anotherseoguru.com/el/pricing",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/pricing","el","x-default","https://anotherseoguru.com/en/pricing",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/pricing","en","en","https://anotherseoguru.com/en/pricing",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/pricing","en","el","https://anotherseoguru.com/el/pricing",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/pricing","en","x-default","https://anotherseoguru.com/en/pricing",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/pricing","en","en","https://anotherseoguru.com/en/pricing",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/pricing","en","el","https://anotherseoguru.com/el/pricing",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/pricing","en","x-default","https://anotherseoguru.com/en/pricing",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/work","el","en","https://anotherseoguru.com/en/work",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work","el","el","https://anotherseoguru.com/el/work",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work","el","x-default","https://anotherseoguru.com/en/work",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/work","el","en","https://anotherseoguru.com/en/work",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work","el","el","https://anotherseoguru.com/el/work",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work","el","x-default","https://anotherseoguru.com/en/work",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/get-started","el","en","https://anotherseoguru.com/en/get-started",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/get-started","el","el","https://anotherseoguru.com/el/get-started",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/get-started","el","x-default","https://anotherseoguru.com/en/get-started",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/get-started","el","en","https://anotherseoguru.com/en/get-started",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/get-started","el","el","https://anotherseoguru.com/el/get-started",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/get-started","el","x-default","https://anotherseoguru.com/en/get-started",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/blog","en","en","https://anotherseoguru.com/en/blog",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/blog","en","el","https://anotherseoguru.com/el/blog",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/blog","en","x-default","https://anotherseoguru.com/en/blog",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/blog","en","en","https://anotherseoguru.com/en/blog",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/blog","en","el","https://anotherseoguru.com/el/blog",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/blog","en","x-default","https://anotherseoguru.com/en/blog",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/locations","en","en","https://anotherseoguru.com/en/locations",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/locations","en","el","https://anotherseoguru.com/el/locations",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/locations","en","x-default","https://anotherseoguru.com/en/locations",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/locations","en","en","https://anotherseoguru.com/en/locations",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/locations","en","el","https://anotherseoguru.com/el/locations",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/locations","en","x-default","https://anotherseoguru.com/en/locations",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/privacy","en","en","https://anotherseoguru.com/en/privacy",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/privacy","en","el","https://anotherseoguru.com/el/privacy",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/privacy","en","x-default","https://anotherseoguru.com/en/privacy",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/privacy","en","en","https://anotherseoguru.com/en/privacy",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/privacy","en","el","https://anotherseoguru.com/el/privacy",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/privacy","en","x-default","https://anotherseoguru.com/en/privacy",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/locations","el","en","https://anotherseoguru.com/en/locations",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/locations","el","el","https://anotherseoguru.com/el/locations",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/locations","el","x-default","https://anotherseoguru.com/en/locations",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/locations","el","en","https://anotherseoguru.com/en/locations",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/locations","el","el","https://anotherseoguru.com/el/locations",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/locations","el","x-default","https://anotherseoguru.com/en/locations",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/privacy","el","en","https://anotherseoguru.com/en/privacy",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/privacy","el","el","https://anotherseoguru.com/el/privacy",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/privacy","el","x-default","https://anotherseoguru.com/en/privacy",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/privacy","el","en","https://anotherseoguru.com/en/privacy",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/privacy","el","el","https://anotherseoguru.com/el/privacy",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/privacy","el","x-default","https://anotherseoguru.com/en/privacy",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/terms","en","en","https://anotherseoguru.com/en/terms",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/terms","en","el","https://anotherseoguru.com/el/terms",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/terms","en","x-default","https://anotherseoguru.com/en/terms",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/terms","en","en","https://anotherseoguru.com/en/terms",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/terms","en","el","https://anotherseoguru.com/el/terms",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/terms","en","x-default","https://anotherseoguru.com/en/terms",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/terms","el","en","https://anotherseoguru.com/en/terms",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/terms","el","el","https://anotherseoguru.com/el/terms",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/terms","el","x-default","https://anotherseoguru.com/en/terms",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/terms","el","en","https://anotherseoguru.com/en/terms",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/terms","el","el","https://anotherseoguru.com/el/terms",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/terms","el","x-default","https://anotherseoguru.com/en/terms",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/work","en","en","https://anotherseoguru.com/en/work",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work","en","el","https://anotherseoguru.com/el/work",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work","en","x-default","https://anotherseoguru.com/en/work",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/work","en","en","https://anotherseoguru.com/en/work",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work","en","el","https://anotherseoguru.com/el/work",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work","en","x-default","https://anotherseoguru.com/en/work",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/blog","el","en","https://anotherseoguru.com/en/blog",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/blog","el","el","https://anotherseoguru.com/el/blog",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/blog","el","x-default","https://anotherseoguru.com/en/blog",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/blog","el","en","https://anotherseoguru.com/en/blog",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/blog","el","el","https://anotherseoguru.com/el/blog",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/blog","el","x-default","https://anotherseoguru.com/en/blog",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/platform/for/in-house","en",,,,,,,"no-hreflang (single-locale page)"
"https://anotherseoguru.com/en/platform/features","en",,,,,,,"no-hreflang (single-locale page)"
"https://anotherseoguru.com/en/platform/pricing","en",,,,,,,"no-hreflang (single-locale page)"
"https://anotherseoguru.com/en/platform","en",,,,,,,"no-hreflang (single-locale page)"
"https://anotherseoguru.com/en/platform/for/agencies","en",,,,,,,"no-hreflang (single-locale page)"
"https://anotherseoguru.com/en/platform/for/ecommerce","en",,,,,,,"no-hreflang (single-locale page)"
"https://anotherseoguru.com/en/compare/ahrefs","en",,,,,,,"no-hreflang (single-locale page)"
"https://anotherseoguru.com/en/compare/semrush","en",,,,,,,"no-hreflang (single-locale page)"
"https://anotherseoguru.com/en/compare/search-console-alone","en",,,,,,,"no-hreflang (single-locale page)"
"https://anotherseoguru.com/en/tools","en",,,,,,,"no-hreflang (single-locale page)"
"https://anotherseoguru.com/en/resources","en",,,,,,,"no-hreflang (single-locale page)"
"https://anotherseoguru.com/en/platform/features/sprint-board-task-management","en",,,,,,,"no-hreflang (single-locale page)"
"https://anotherseoguru.com/en/platform/features/technical-seo-audits","en",,,,,,,"no-hreflang (single-locale page)"
"https://anotherseoguru.com/en/platform/features/semantic-keyword-clustering","en",,,,,,,"no-hreflang (single-locale page)"
"https://anotherseoguru.com/el/work/aggelos-rentals","el","en","https://anotherseoguru.com/en/work/aggelos-rentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work/aggelos-rentals","el","el","https://anotherseoguru.com/el/work/aggelos-rentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work/aggelos-rentals","el","x-default","https://anotherseoguru.com/en/work/aggelos-rentals",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/work/aggelos-rentals","el","en","https://anotherseoguru.com/en/work/aggelos-rentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work/aggelos-rentals","el","el","https://anotherseoguru.com/el/work/aggelos-rentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work/aggelos-rentals","el","x-default","https://anotherseoguru.com/en/work/aggelos-rentals",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/work/aggelos-rentals","en","en","https://anotherseoguru.com/en/work/aggelos-rentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work/aggelos-rentals","en","el","https://anotherseoguru.com/el/work/aggelos-rentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work/aggelos-rentals","en","x-default","https://anotherseoguru.com/en/work/aggelos-rentals",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/work/aggelos-rentals","en","en","https://anotherseoguru.com/en/work/aggelos-rentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work/aggelos-rentals","en","el","https://anotherseoguru.com/el/work/aggelos-rentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work/aggelos-rentals","en","x-default","https://anotherseoguru.com/en/work/aggelos-rentals",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/work/antiparos-rentacar","el","en","https://anotherseoguru.com/en/work/antiparos-rentacar",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work/antiparos-rentacar","el","el","https://anotherseoguru.com/el/work/antiparos-rentacar",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work/antiparos-rentacar","el","x-default","https://anotherseoguru.com/en/work/antiparos-rentacar",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/work/antiparos-rentacar","el","en","https://anotherseoguru.com/en/work/antiparos-rentacar",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work/antiparos-rentacar","el","el","https://anotherseoguru.com/el/work/antiparos-rentacar",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work/antiparos-rentacar","el","x-default","https://anotherseoguru.com/en/work/antiparos-rentacar",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/work/antiparos-rentacar","en","en","https://anotherseoguru.com/en/work/antiparos-rentacar",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work/antiparos-rentacar","en","el","https://anotherseoguru.com/el/work/antiparos-rentacar",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work/antiparos-rentacar","en","x-default","https://anotherseoguru.com/en/work/antiparos-rentacar",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/work/antiparos-rentacar","en","en","https://anotherseoguru.com/en/work/antiparos-rentacar",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work/antiparos-rentacar","en","el","https://anotherseoguru.com/el/work/antiparos-rentacar",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work/antiparos-rentacar","en","x-default","https://anotherseoguru.com/en/work/antiparos-rentacar",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/work/cyclades-rentacar","el","en","https://anotherseoguru.com/en/work/cyclades-rentacar",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work/cyclades-rentacar","el","el","https://anotherseoguru.com/el/work/cyclades-rentacar",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work/cyclades-rentacar","el","x-default","https://anotherseoguru.com/en/work/cyclades-rentacar",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/work/cyclades-rentacar","el","en","https://anotherseoguru.com/en/work/cyclades-rentacar",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work/cyclades-rentacar","el","el","https://anotherseoguru.com/el/work/cyclades-rentacar",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work/cyclades-rentacar","el","x-default","https://anotherseoguru.com/en/work/cyclades-rentacar",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/work/cyclades-rentacar","en","en","https://anotherseoguru.com/en/work/cyclades-rentacar",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work/cyclades-rentacar","en","el","https://anotherseoguru.com/el/work/cyclades-rentacar",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work/cyclades-rentacar","en","x-default","https://anotherseoguru.com/en/work/cyclades-rentacar",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/work/cyclades-rentacar","en","en","https://anotherseoguru.com/en/work/cyclades-rentacar",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work/cyclades-rentacar","en","el","https://anotherseoguru.com/el/work/cyclades-rentacar",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work/cyclades-rentacar","en","x-default","https://anotherseoguru.com/en/work/cyclades-rentacar",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/work/cretanways-rentals","el","en","https://anotherseoguru.com/en/work/cretanways-rentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work/cretanways-rentals","el","el","https://anotherseoguru.com/el/work/cretanways-rentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work/cretanways-rentals","el","x-default","https://anotherseoguru.com/en/work/cretanways-rentals",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/work/cretanways-rentals","el","en","https://anotherseoguru.com/en/work/cretanways-rentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work/cretanways-rentals","el","el","https://anotherseoguru.com/el/work/cretanways-rentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work/cretanways-rentals","el","x-default","https://anotherseoguru.com/en/work/cretanways-rentals",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/work/cretanways-rentals","en","en","https://anotherseoguru.com/en/work/cretanways-rentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work/cretanways-rentals","en","el","https://anotherseoguru.com/el/work/cretanways-rentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work/cretanways-rentals","en","x-default","https://anotherseoguru.com/en/work/cretanways-rentals",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/work/cretanways-rentals","en","en","https://anotherseoguru.com/en/work/cretanways-rentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work/cretanways-rentals","en","el","https://anotherseoguru.com/el/work/cretanways-rentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work/cretanways-rentals","en","x-default","https://anotherseoguru.com/en/work/cretanways-rentals",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/work/naxos-carrentals","en","en","https://anotherseoguru.com/en/work/naxos-carrentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work/naxos-carrentals","en","el","https://anotherseoguru.com/el/work/naxos-carrentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work/naxos-carrentals","en","x-default","https://anotherseoguru.com/en/work/naxos-carrentals",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/en/work/naxos-carrentals","en","en","https://anotherseoguru.com/en/work/naxos-carrentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work/naxos-carrentals","en","el","https://anotherseoguru.com/el/work/naxos-carrentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/en/work/naxos-carrentals","en","x-default","https://anotherseoguru.com/en/work/naxos-carrentals",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/work/naxos-carrentals","el","en","https://anotherseoguru.com/en/work/naxos-carrentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work/naxos-carrentals","el","el","https://anotherseoguru.com/el/work/naxos-carrentals",200,yes,yes,yes,"OK"
"https://anotherseoguru.com/el/work/naxos-carrentals","el","x-default","https://anotherseoguru.com/en/work/naxos-carrentals",200,yes,yes,n/a,"OK"
"https://anotherseoguru.com/el/work/naxos-carrentals","el","en","https://anotherseoguru.com/en/work/naxos-carrentals",200,yes,yes,yes,"OK"
