url,page_type,indexability,click_depth,inbound_internal_links,outbound_internal_links,in_main_links,top_inbound_anchor,orphan
"https://anotherseoguru.com/en/work","work","index",1,5713,124,71,"Work (x2153)",no
"https://anotherseoguru.com/el/blog","blog","index",2,1650,94,36,"Άρθρα (x1586)",no
"https://anotherseoguru.com/en/platform/for/in-house","platform","index",2,1,55,2,"SEO platform for in-house teams One stack for the whole marketing org. (x1)",no
"https://anotherseoguru.com/en/platform/features","platform","index",1,4198,80,27,"Features (x2109)",no
"https://anotherseoguru.com/en/platform/pricing","platform","index",2,2,59,6,"Software plans (x1)",no
"https://anotherseoguru.com/en/platform","platform","index",1,33,75,22,"Platform (x27)",no
"https://anotherseoguru.com/en/platform/for/agencies","platform","index",2,1,56,3,"SEO platform for agencies Built for agencies shipping client work every week. (x1)",no
"https://anotherseoguru.com/en/platform/for/ecommerce","platform","index",2,1,55,2,"SEO platform for ecommerce Organic revenue needs operational SEO. (x1)",no
"https://anotherseoguru.com/en/compare/ahrefs","compare","index",2,1,57,4,"vs Ahrefs (x1)",no
"https://anotherseoguru.com/en/compare/semrush","compare","index",2,1,57,4,"vs Semrush (x1)",no
"https://anotherseoguru.com/en/compare/search-console-alone","compare","index",2,2,57,4,"vs Search Console alone (x2)",no
"https://anotherseoguru.com/en/tools","tool","index",2,12,63,10,"SEO tools (x9)",no
"https://anotherseoguru.com/en/resources","resources","index",1,4165,139,86,"Roadmap (x2082)",no
"https://anotherseoguru.com/en/platform/features/sprint-board-task-management","platform-feature","index",2,10,62,9,"Sprint Board & Task Management (x8)",no
"https://anotherseoguru.com/en/platform/features/technical-seo-audits","platform-feature","index",2,6,65,12,"Technical SEO Audits (x5)",no
"https://anotherseoguru.com/en/platform/features/semantic-keyword-clustering","platform-feature","index",2,6,65,12,"Semantic Keyword Clustering (x3)",no
"https://anotherseoguru.com/el/work/aggelos-rentals","case-study","index",3,24,71,11,"Aggelos Rentals Aggelos Rentals: ενοικίαση αυτοκινήτων με παράδοση σε λιμάνι και αεροδρόμιο στον Πειραιά και Πάρο, SEO για «ενοικίαση αυτοκινήτου Πειραιά», με έμφαση σε παράδοση σε λιμάνι και αεροδρόμιο για αφίξεις με πλοίο ή πτήση. (x22)",no
"https://anotherseoguru.com/en/work/aggelos-rentals","case-study","index",2,24,66,11,"Aggelos Rentals Aggelos Rentals: car rental with port and airport delivery for Piraeus and Paros, SEO for “rent a car Piraeus”, focused on port and airport handoff for ferry and flight arrivals. (x22)",no
"https://anotherseoguru.com/el/work/antiparos-rentacar","case-study","index",3,25,71,11,"Antiparos Rent a Car Antiparos Rent a Car: ενοικίαση αυτοκινήτων και μηχανών στο νησί στην Αντίπαρο, SEO για «ενοικίαση αυτοκινήτου Αντίπαρος», με δομή περιεχομένου για «ενοικίαση αυτοκινήτου Αντίπαρος». (x23)",no
"https://anotherseoguru.com/en/work/antiparos-rentacar","case-study","index",2,25,66,11,"Antiparos Rent a Car Antiparos Rent a Car: island car and scooter rental for Antiparos, SEO for “rent a car Antiparos”, structured around “rent a car Antiparos”. (x23)",no
"https://anotherseoguru.com/el/work/cyclades-rentacar","case-study","index",3,25,71,11,"Cyclades Rent a Car Cyclades Rent a Car: πλατφόρμα σύγκρισης ενοικίασης αυτοκινήτων στα νησιά στις Κυκλάδες, SEO για «ενοικίαση αυτοκινήτου Κυκλάδες», βελτιστοποιημένη για κινητά και τοπική αναζήτηση. (x23)",no
"https://anotherseoguru.com/en/work/cyclades-rentacar","case-study","index",2,25,66,11,"Cyclades Rent a Car Cyclades Rent a Car: multi-island car rental comparison platform for Cyclades islands, SEO for “rent a car Cyclades”, optimized for mobile and local search. (x23)",no
"https://anotherseoguru.com/el/work/cretanways-rentals","case-study","index",3,7,70,10,"Cretan Ways Rentals Cretan Ways Rentals: ενοικίαση αυτοκινήτων και scooters στην Κρήτη στην Κρήτη, SEO για «ενοικίαση αυτοκινήτου Κρήτη», με έμφαση σε διαδρομές από αεροδρόμιο προς θέρετρα για ανεξάρτητους ταξιδιώτες. (x5)",no
"https://anotherseoguru.com/en/work/cretanways-rentals","case-study","index",2,31,65,10,"Case: cretanways rentals (x24)",no
"https://anotherseoguru.com/en/work/naxos-carrentals","case-study","index",2,17,65,10,"Case: naxos carrentals (x12)",no
"https://anotherseoguru.com/el/work/naxos-carrentals","case-study","index",3,5,70,10,"Naxos Car Rentals Naxos Car Rentals: ενοικίαση αυτοκινήτων στη Νάξο στη Νάξο, SEO για «ενοικίαση αυτοκινήτου Νάξος», με καθαρή διαδρομή προς κράτηση. (x3)",no
"https://anotherseoguru.com/el/work/rentacar-antiparos-gr","case-study","index",3,3,70,10,"Ενοικίαση αυτοκινήτου Rent a Car Antiparos Rent a Car Antiparos: τοπική ενοικίαση αυτοκινήτων Αντιπάρου στην Αντίπαρο, SEO για «ενοικίαση αυτοκινήτου Αντίπαρος», με δομή περιεχομένου για «ενοικίαση αυτοκινήτου Αντίπαρος». (x1)",no
"https://anotherseoguru.com/en/work/rentacar-piraeus","case-study","index",2,15,65,10,"Case: rentacar piraeus (x12)",no
"https://anotherseoguru.com/en/work/rentacar-antiparos-gr","case-study","index",2,3,65,10,"Rent-a-car Rent a Car Antiparos Rent a Car Antiparos: local Antiparos rent-a-car (.gr) website for Antiparos, SEO for “Antiparos rent a car”, structured around “Antiparos rent a car”. (x1)",no
"https://anotherseoguru.com/el/work/rentacar-in-paros","case-study","index",3,3,70,10,"Ενοικίαση αυτοκινήτου Rent a Car in Paros Rent a Car in Paros: ενοικίαση αυτοκινήτων στην Πάρο στην Πάρο, SEO για «ενοικίαση αυτοκινήτου στην Πάρο», με τεχνικό SEO από την πρώτη μέρα. (x1)",no
"https://anotherseoguru.com/en/work/rentacar-in-paros","case-study","index",2,15,65,10,"Case: rentacar in paros (x12)",no
"https://anotherseoguru.com/el/work/athens-rentacar","case-study","index",3,3,70,10,"Ενοικίαση αυτοκινήτου Athens Rent a Car Athens Rent a Car: ενοικίαση αυτοκινήτων στην Αθήνα στην Αθήνα, SEO για «ενοικίαση αυτοκινήτου Αθήνα», με ξεκάθαρα σήματα εμπιστοσύνης και κράτηση. (x1)",no
"https://anotherseoguru.com/en/work/athens-rentacar","case-study","index",2,15,65,10,"Case: athens rentacar (x12)",no
"https://anotherseoguru.com/el/work/rentacar-paros-gr","case-study","index",3,3,70,10,"Ενοικίαση αυτοκινήτου Rent a Car Paros Rent a Car Paros: ενοικίαση αυτοκινήτων στην Πάρο στην Πάρο, SEO για «ενοικίαση αυτοκινήτου Πάρος», με τεχνικό SEO από την πρώτη μέρα. (x1)",no
"https://anotherseoguru.com/en/work/rentacar-paros-gr","case-study","index",2,15,65,10,"Case: rentacar paros gr (x12)",no
"https://anotherseoguru.com/el/work/rentacar-piraeus","case-study","index",3,3,70,10,"Ενοικίαση αυτοκινήτου Rent a Car Piraeus Rent a Car Piraeus: ενοικίαση αυτοκινήτων στον Πειραιά στον Πειραιά, SEO για «ενοικίαση αυτοκινήτου Πειραιάς», με τεχνικό SEO από την πρώτη μέρα. (x1)",no
"https://anotherseoguru.com/el/work/hotels-santorini","case-study","index",3,13,71,11,"Hotels Santorini Hotels Santorini: κατάλογος και κρατήσεις ξενοδοχείων Σαντορίνης στη Σαντορίνη, SEO για «ξενοδοχεία Σαντορίνη», με τεχνικό SEO από την πρώτη μέρα. (x9)",no
"https://anotherseoguru.com/en/work/hotels-santorini","case-study","index",2,38,66,11,"Case: hotels santorini (x24)",no
"https://anotherseoguru.com/en/work/hotels-sifnos","case-study","index",2,10,65,10,"Hotels Sifnos Hotels Sifnos: Sifnos hotels and stays for Sifnos, SEO for “hotels Sifnos”, with technical SEO from day one. (x7)",no
"https://anotherseoguru.com/el/work/hotels-sifnos","case-study","index",3,10,70,10,"Hotels Sifnos Hotels Sifnos: ιστοσελίδα για ξενοδοχεία και διαμονή στη Σίφνο στη Σίφνο, SEO για «ξενοδοχεία Σίφνος», με τεχνικό SEO από την πρώτη μέρα. (x7)",no
"https://anotherseoguru.com/en/work/onoma-hotel","case-study","index",2,10,65,10,"Onoma Hotel Onoma Hotel: boutique hotel brand site for Greece, SEO for “Onoma Hotel”, with a clear path to booking. (x6)",no
"https://anotherseoguru.com/el/work/onoma-hotel","case-study","index",3,10,70,10,"Onoma Hotel Onoma Hotel: ιστοσελίδα boutique ξενοδοχείου στην Ελλάδα, SEO για «Onoma Hotel», με καθαρή διαδρομή προς κράτηση. (x6)",no
"https://anotherseoguru.com/el/work/kipos-hotel","case-study","index",3,6,70,10,"Kipos Hotel Kipos Hotel: ξενοδοχείο στο κέντρο κοντά στην Παλιά Πόλη στο Ρέθυμνο, SEO για «Kipos Hotel Ρέθυμνο», με καθαρή διαδρομή προς κράτηση. (x3)",no
"https://anotherseoguru.com/en/work/kipos-hotel","case-study","index",2,7,65,10,"Kipos Hotel Kipos Hotel: city-centre hotel near the Old Town for Rethymno, SEO for “Kipos Hotel Rethymno”, with a clear path to booking. (x3)",no
"https://anotherseoguru.com/en/work/eolides-villas","case-study","index",2,19,65,10,"Case: eolides villas (x12)",no
"https://anotherseoguru.com/el/work/eolides-villas","case-study","index",3,7,70,10,"Eolides Villas Eolides Villas: ιστοσελίδα για οικογενειακές βίλες στη Λαμπινή Ρεθύμνου στην Κρήτη, SEO για «Eolides Villas», με τεχνικό SEO από την πρώτη μέρα. (x5)",no
"https://anotherseoguru.com/en/work/villa-olivia-clara","case-study","index",1,22,66,11,"Case: villa olivia clara (x12)",no
"https://anotherseoguru.com/el/work/villa-olivia-clara","case-study","index",2,9,71,11,"Villa Olivia Clara Villa Olivia Clara: ιστοσελίδα για πολυτελής ιδιωτική βίλα στην Κρήτη, SEO για «Villa Olivia Clara», με έμφαση σε μετατροπή μέσω φωτογραφίας για αναζητήσεις πολυτελούς βίλας. (x6)",no
"https://anotherseoguru.com/en/work/villas-katerina","case-study","index",2,7,65,10,"Villas Katerina Villas Katerina: villa complex for holiday stays for Crete, SEO for “Villas Katerina”, with trust signals and a clear booking path. (x5)",no
"https://anotherseoguru.com/el/work/villas-katerina","case-study","index",3,7,70,10,"Villas Katerina Villas Katerina: ιστοσελίδα για συγκρότημα βιλών για διακοπές στην Κρήτη, SEO για «Villas Katerina», με ξεκάθαρα σήματα εμπιστοσύνης και κράτηση. (x5)",no
"https://anotherseoguru.com/el/work/spili-apartments","case-study","index",3,5,70,10,"Spili Apartments Spili Apartments: ιστοσελίδα για οικογενειακά διαμερίσματα διακοπών στο Σπήλι Ρεθύμνου στην Κρήτη, SEO για «διαμερίσματα Σπήλι», με ξεκάθαρα σήματα εμπιστοσύνης και κράτηση. (x3)",no
"https://anotherseoguru.com/el/work/mykonos-luxury","case-study","index",2,3,70,10,"Δείτε το έργο (x1)",no
"https://anotherseoguru.com/en/work/mykonos-luxury","case-study","index",1,16,65,10,"Case: mykonos luxury (x12)",no
"https://anotherseoguru.com/en/work/spili-apartments","case-study","index",2,5,65,10,"Spili Apartments Spili Apartments: family holiday apartments website for Spili, Rethymno Crete, SEO for “Spili apartments”, with trust signals and a clear booking path. (x3)",no
"https://anotherseoguru.com/el/work/discover-crete","case-study","index",3,18,71,11,"Discover Crete Discover Crete: πλατφόρμα ανακάλυψης και εκδρομών Κρήτης στην Κρήτη και Παλαιόχωρα, SEO για «εκδρομές Κρήτη», με τεχνικό SEO από την πρώτη μέρα. (x12)",no
"https://anotherseoguru.com/el/work/discover-cyclades","case-study","index",2,19,71,11,"Discover Cyclades Discover Cyclades: ταξιδιωτικός οδηγός και πλατφόρμα ανακάλυψης Κυκλάδων στις Κυκλάδες, SEO για «οδηγός Κυκλάδες», έτοιμη για οργανική ανάπτυξη στη Κυκλάδες. (x12)",no
"https://anotherseoguru.com/en/work/discover-cyclades","case-study","index",1,44,66,11,"Case: discover cyclades (x24)",no
"https://anotherseoguru.com/el/work/way-to-crete","case-study","index",3,14,70,10,"Way to Crete Way to Crete: ιστοσελίδα για εκδρομές storytelling και εμπειρίες στην Κρήτη στην Κρήτη, SEO για «εμπειρίες Κρήτη», με τεχνικό SEO από την πρώτη μέρα. (x12)",no
"https://anotherseoguru.com/en/work/discover-crete","case-study","index",2,66,66,11,"Case: discover crete (x48)",no
"https://anotherseoguru.com/en/work/way-to-crete","case-study","index",2,38,65,10,"Case: way to crete (x24)",no
"https://anotherseoguru.com/en/work/santorini-daily-tours","case-study","index",2,21,65,10,"Case: santorini daily tours (x12)",no
"https://anotherseoguru.com/el/work/santorini-daily-tours","case-study","index",3,9,70,10,"Τουρισμός & εκδρομές Santorini Daily Tours (x4)",no
"https://anotherseoguru.com/en/work/santo-tours-marinakis","case-study","index",2,2,65,10,"Tours & travel Santo Tours Marinakis Santo Tours Marinakis: local Santorini tour operator website for Santorini, SEO for “Santo Tours Marinakis”, optimized for mobile and local search. (x1)",no
"https://anotherseoguru.com/el/work/santo-tours-marinakis","case-study","index",3,2,70,10,"Τουρισμός & εκδρομές Santo Tours Marinakis Santo Tours Marinakis: ιστοσελίδα για τοπικός tour operator στη Σαντορίνη στη Σαντορίνη, SEO για «εκδρομές Σαντορίνη», βελτιστοποιημένη για κινητά και τοπική αναζήτηση. (x1)",no
"https://anotherseoguru.com/el/work/quad-safari-rethymno","case-study","index",3,2,70,10,"Τουρισμός & εκδρομές Quad Safari Rethymno Quad Safari Rethymno: ιστοσελίδα για εκδρομές quad safari στο Ρέθυμνο στην Κρήτη, SEO για «quad safari Ρέθυμνο», με έμφαση σε λέξεις-κλειδιά περιπέτειας γύρω από το Ρέθυμνο με διαδρομές κράτησης. (x1)",no
"https://anotherseoguru.com/en/work/quad-safari-rethymno","case-study","index",2,14,65,10,"Case: quad safari rethymno (x12)",no
"https://anotherseoguru.com/el/work/skydream-travel","case-study","index",3,2,72,12,"Τουρισμός & εκδρομές Skydream Travel Skydream Travel: ταξιδιωτικό γραφείο και πακέτα διακοπών στην Ελλάδα, SEO για «ταξιδιωτικό γραφείο», με ξεκάθαρα σήματα εμπιστοσύνης και επικοινωνία. (x1)",no
"https://anotherseoguru.com/en/work/skydream-travel","case-study","index",2,2,67,12,"Tours & travel Skydream Travel Skydream Travel: travel agency and holiday packages for Greece, SEO for “SkyDream Travel”, with trust signals and a clear inquiry path. (x1)",no
"https://anotherseoguru.com/en/work/cuba-travel-academy","case-study","index",2,2,65,10,"Tours & travel Cuba Travel Academy Cuba Travel Academy: Cuba travel education academy for Cuba travel (Greek audience), SEO for “Cuba Travel Academy”, ready for organic growth in Cuba travel (Greek audience). (x1)",no
"https://anotherseoguru.com/en/work/kaffatos-vip-transfers","case-study","index",2,4,64,9,"Kaffatos VIP Transfers Kaffatos VIP Transfers: VIP chauffeur transfers website for Greece / Athens region, SEO for “VIP transfers Greece”, ready for organic growth in Greece / Athens region. (x2)",no
"https://anotherseoguru.com/el/work/cuba-travel-academy","case-study","index",3,2,70,10,"Τουρισμός & εκδρομές Cuba Travel Academy Cuba Travel Academy: ακαδημία εκπαίδευσης για ταξίδι στην Κούβα στην Ελλάδα με στόχο ταξίδι στην Κούβα, SEO για «ταξίδι Κούβα», έτοιμη για οργανική ανάπτυξη στη Ελλάδα με στόχο ταξίδι στην Κούβα. (x1)",no
"https://anotherseoguru.com/el/work/kaffatos-vip-transfers","case-study","index",3,4,69,9,"Kaffatos VIP Transfers Kaffatos VIP Transfers: ιστοσελίδα για VIP μεταφορές με οδηγό στην Ελλάδα και ευρύτερη Αθήνα, SEO για «VIP μεταφορές», έτοιμη για οργανική ανάπτυξη στη Ελλάδα και ευρύτερη Αθήνα. (x2)",no
"https://anotherseoguru.com/en/work/the-ace-vip","case-study","index",2,4,64,9,"The Ace VIP The Ace VIP: Mykonos luxury villas and premium concierge for Mykonos, SEO for “Mykonos VIP villas”, with technical SEO from day one. (x2)",no
"https://anotherseoguru.com/el/work/the-ace-vip","case-study","index",3,4,69,9,"The Ace VIP The Ace VIP: ιστοσελίδα για πολυτελείς βίλες και premium concierge στη Μύκονο στη Μύκονο, SEO για «βίλες Μύκονος VIP», με τεχνικό SEO από την πρώτη μέρα. (x2)",no
"https://anotherseoguru.com/en/work/antiparos-transfer","case-study","index",2,4,64,9,"Antiparos Transfer Antiparos Transfer: luxury island transfer service for Antiparos and Paros, SEO for “Antiparos transfer”, with trust signals and a clear booking path. (x2)",no
"https://anotherseoguru.com/el/work/antiparos-transfer","case-study","index",3,4,69,9,"Antiparos Transfer Antiparos Transfer: υπηρεσία πολυτελών μεταφορών στο νησί στην Αντίπαρο και Πάρο, SEO για «μεταφορά Αντίπαρος», με ξεκάθαρα σήματα εμπιστοσύνης και κράτηση. (x2)",no
"https://anotherseoguru.com/en/work/navos-ai","case-study","index",2,4,64,9,"Navos AI Navos AI: AI strategy advisor SaaS website for global SaaS market, SEO for “Navos AI”, structured around “Navos AI”. (x2)",no
"https://anotherseoguru.com/en/work/project-shadow-ai","case-study","index",2,4,63,8,"Project Shadow AI Project Shadow AI: AI tooling for online stores for global e-commerce, SEO for “Project Shadow AI”, with technical SEO from day one. (x2)",no
"https://anotherseoguru.com/en/work/weddings-folegandros","case-study","index",2,2,65,10,"Tours & travel Weddings Folegandros Weddings Folegandros: destination wedding planning website for Folegandros, SEO for “Folegandros weddings”, with technical SEO from day one. (x1)",no
"https://anotherseoguru.com/en/work/rethemnos","case-study","index",2,14,65,10,"Case: rethemnos (x12)",no
"https://anotherseoguru.com/en/work/ktima-orion","case-study","index",2,2,66,11,"Villas & apartments Ktima Orion Ktima Orion: wedding and events estate for Keratea, Attica, SEO for “Ktima Orion”, focused on wedding, baptism and event venue SEO for Attica couples. (x1)",no
"https://anotherseoguru.com/el/work/ktima-orion","case-study","index",3,2,71,11,"Βίλες & διαμερίσματα Ktima Orion Ktima Orion: κτήμα γάμων και εκδηλώσεων στην Κερατέα Αττικής, SEO για «Κτήμα Ωρίων», με έμφαση σε SEO για γάμους, βαπτίσεις και εκδηλώσεις στην Αττική. (x1)",no
"https://anotherseoguru.com/el/work/project-shadow-ai","case-study","index",3,4,68,8,"Project Shadow AI Project Shadow AI: ιστοσελίδα για εργαλεία τεχνητής νοημοσύνης για ηλεκτρονικά καταστήματα στη διεθνές αγορά e-commerce, SEO για «Project Shadow AI», με τεχνικό SEO από την πρώτη μέρα. (x2)",no
"https://anotherseoguru.com/el/work/navos-ai","case-study","index",3,4,69,9,"Navos AI Navos AI: πλατφόρμα τεχνητής νοημοσύνης για επιχειρηματικές αποφάσεις στη διεθνή αγορά SaaS, SEO για «Navos AI», με δομή περιεχομένου για «Navos AI». (x2)",no
"https://anotherseoguru.com/el/work/rethemnos","case-study","index",3,2,70,10,"Τουρισμός & εκδρομές Rethemnos Rethemnos: τουριστική πύλη και τοπικός οδηγός Ρεθύμνου στο Ρέθυμνο, SEO για «τουρισμός Ρέθυμνο», με ξεκάθαρα σήματα εμπιστοσύνης και επικοινωνία. (x1)",no
"https://anotherseoguru.com/el/work/weddings-folegandros","case-study","index",3,2,70,10,"Τουρισμός & εκδρομές Weddings Folegandros Weddings Folegandros: ιστοσελίδα για οργάνωση γάμων προορισμού στη Φολέγανδρο, SEO για «γάμοι Φολέγανδρος», με τεχνικό SEO από την πρώτη μέρα. (x1)",no
"https://anotherseoguru.com/en/work/my-honeymoon","case-study","index",2,2,66,11,"Tours & travel My Honeymoon My Honeymoon: honeymoon planning brand website for Greece, SEO for “My Honeymoon”, optimized for mobile and local search. (x1)",no
"https://anotherseoguru.com/el/work/my-honeymoon","case-study","index",3,2,71,11,"Τουρισμός & εκδρομές My Honeymoon My Honeymoon: ιστοσελίδα για οργάνωση ταξιδιού του μέλιτος στην Ελλάδα, SEO για «ταξίδι του μέλιτος Ελλάδα», βελτιστοποιημένη για κινητά και τοπική αναζήτηση. (x1)",no
"https://anotherseoguru.com/en/work/arion-farm","case-study","index",2,23,64,9,"Arion Farm Arion Farm: Cretan farm experiences and agritourism website for Crete, SEO for “Arion Farm”, optimized for mobile and local search. (x21)",no
"https://anotherseoguru.com/el/work/arion-farm","case-study","index",3,23,69,9,"Arion Farm Arion Farm: ιστοσελίδα για αγροτικές εμπειρίες και αγροτουρισμός στην Κρήτη στην Κρήτη, SEO για «Arion Farm», βελτιστοποιημένη για κινητά και τοπική αναζήτηση. (x21)",no
"https://anotherseoguru.com/el/work/plati-taverna","case-study","index",3,5,70,10,"Plati Taverna Plati Taverna: παραδοσιακή ελληνική ταβέρνα στο Σπήλι Ρεθύμνου, SEO για «Ταβέρνα Πλατεία Σπήλι», με καθαρή διαδρομή προς κράτηση τραπεζιού. (x3)",no
"https://anotherseoguru.com/en/work/plati-taverna","case-study","index",2,5,65,10,"Plati Taverna Plati Taverna: traditional Greek taverna for Spili, Rethymno, SEO for “Plati Taverna Spili”, with a clear path to reservation. (x3)",no
"https://anotherseoguru.com/en/work/fabrica-cafe","case-study","index",2,5,64,9,"Fabrica Cafe Fabrica Cafe: cafe and gathering spot for Spili, Rethymno, SEO for “Fabrica Cafe Spili”, focused on local cafe discovery with menu and visit highlights. (x3)",no
"https://anotherseoguru.com/el/work/fabrica-cafe","case-study","index",3,5,69,9,"Fabrica Cafe Fabrica Cafe: καφέ και χώρος συνάντησης στο Σπήλι Ρεθύμνου, SEO για «Fabrica Cafe Σπήλι», με έμφαση σε τοπική ανακάλυψη καφέ με highlights μενού και επίσκεψης. (x3)",no
"https://anotherseoguru.com/en/work/cocktails-in-the-city","case-study","index",2,5,65,10,"Cocktails in the City Cocktails in the City: cocktail bar and nightlife brand for Greece, SEO for “Cocktails in the City”, with trust signals and a clear reservation path. (x3)",no
"https://anotherseoguru.com/el/work/cocktails-in-the-city","case-study","index",3,5,70,10,"Cocktails in the City Cocktails in the City: cocktail bar και nightlife brand στην Ελλάδα, SEO για «Cocktails in the City», με ξεκάθαρα σήματα εμπιστοσύνης και κράτηση. (x3)",no
"https://anotherseoguru.com/en/work/dailyhost","case-study","index",2,3,65,10,"Hotels DailyHost DailyHost: short-term rental hosting management for Greece, SEO for “DailyHost”, optimized for mobile and local search. (x1)",no
"https://anotherseoguru.com/el/work/dailyhost","case-study","index",3,3,70,10,"Ξενοδοχεία DailyHost DailyHost: διαχείριση βραχυχρόνιας μίσθωσης στην Ελλάδα, SEO για «DailyHost», βελτιστοποιημένη για κινητά και τοπική αναζήτηση. (x1)",no
"https://anotherseoguru.com/en/work/dailyhost-eu","case-study","index",2,3,64,9,"Hotels DailyHost EU DailyHost EU: EU-facing vacation hosting brand website for European market, SEO for “DailyHost EU”, structured around “DailyHost EU”. (x1)",no
"https://anotherseoguru.com/el/work/dailyhost-eu","case-study","index",3,3,69,9,"Ξενοδοχεία DailyHost EU DailyHost EU: ευρωπαϊκό brand διαχείρισης καταλυμάτων στην ευρωπαϊκή αγορά, SEO για «DailyHost EU», με δομή περιεχομένου για «DailyHost EU». (x1)",no
"https://anotherseoguru.com/en/work/george-xipolitas","case-study","index",2,23,65,10,"George Xipolitas George Xipolitas: dining consulting and hospitality professional brand website for Greece, SEO for “George Xipolitas”, with technical SEO from day one. (x21)",no
"https://anotherseoguru.com/el/work/george-xipolitas","case-study","index",3,23,70,10,"George Xipolitas George Xipolitas: επαγγελματικό brand συμβουλευτικής εστίασης στην Ελλάδα, SEO για «George Xipolitas», με τεχνικό SEO από την πρώτη μέρα. (x21)",no
"https://anotherseoguru.com/el/work/mastorush","case-study","index",3,5,70,10,"Mastorush Mastorush: αγορά αιτημάτων προσφορών από μάστορες στην Ελλάδα, SEO για «Mastorush», με καθαρή διαδρομή προς εγγραφή. (x3)",no
"https://anotherseoguru.com/el/work/helicro","case-study","index",3,23,70,10,"Helicro Helicro: υπηρεσία ιδιωτικών και αεροδρομικών μεταφορών στο Βέλγιο και διαδρομές προς Ελλάδα, SEO για «Helicro μεταφορές», με έμφαση σε δίγλωσσες κρατήσεις μεταφορών Βέλγιο–Ελλάδα με προγράμματα επιβράβευσης. (x21)",no
"https://anotherseoguru.com/en/work/helicro","case-study","index",2,23,65,10,"Helicro Helicro: airport and private transfer service for Belgium and Greece corridors, SEO for “Helicro transport”, focused on bilingual Belgium–Greece transfer booking with loyalty offers. (x21)",no
"https://anotherseoguru.com/el/work/opticore-store","case-study","index",3,2,70,10,"Άλλα Opticore Store Opticore Store: ηλεκτρονικό κατάστημα οπτικών στην Ελλάδα, SEO για «αγορά γυαλιών online», με δομή περιεχομένου για «αγορά γυαλιών online». (x1)",no
"https://anotherseoguru.com/en/work/opticore-store","case-study","index",2,2,65,10,"Other Opticore Store Opticore Store: optics and eyewear e-shop for Greece, SEO for “Opticore Store”, structured around “Opticore Store”. (x1)",no
"https://anotherseoguru.com/en/work/mastorush","case-study","index",2,5,65,10,"Mastorush Mastorush: craftsman quote marketplace for Greece, SEO for “Mastorush”, with a clear path to signup. (x3)",no
"https://anotherseoguru.com/en/work/folegandros-hairsalon","case-study","index",2,2,65,10,"Other Folegandros Hair Salon Folegandros Hair Salon: hair, nails and makeup salon for Folegandros, SEO for “Folegandros hair salon”, with a clear path to booking. (x1)",no
"https://anotherseoguru.com/en/work/phytomore","case-study","index",2,2,65,10,"Other Phytomore Phytomore: plant-based wellness product brand website for Greece / EU, SEO for “Phytomore”, ready for organic growth in Greece / EU. (x1)",no
